,Unnamed: 0,HomeTeam,AwayTeam,HomeScore,AwayScore,Time,Ref,HomeForm,AwayForm,HomeMissingPlayers,AwayMissingPlayers,Round,GD,HomeAtt,HomeDef,HomeMid,HomeOVR,AwayAtt,AwayDef,AwayMid,AwayOVR,y,Year,Month,Day,Round_Number
706,706,Brentford,Liverpool,3,3,2021-09-25 19:30:00,Stuart Attwell,10,13,6,8,Premier League Round 6 2021/2022,0,73,73,74,73,86,85,83,84,0,2021,9,25,6
707,707,Southampton,Wolves,0,1,2021-09-26 16:00:00,Andrew Madley,9,6,6,6,Premier League Round 6 2021/2022,-1,76,73,77,76,78,77,81,78,-1,2021,9,26,6
708,708,Arsenal,Tottenham,3,1,2021-09-26 18:30:00,Craig Pawson,12,7,6,6,Premier League Round 6 2021/2022,2,83,77,81,79,86,80,80,82,1,2021,9,26,6
709,709,Crystal Palace,Brighton,1,1,2021-09-27 22:00:00,Andre Marriner,5,12,6,6,Premier League Round 6 2021/2022,0,77,74,76,76,75,75,77,76,0,2021,9,27,6
710,710,Newcastle,Leeds,1,1,2021-09-17 22:00:00,Mike Dean,1,5,6,6,Premier League Round 5 2021/2022,0,79,74,75,76,78,76,78,77,0,2021,9,17,5
711,711,Wolves,Brentford,0,2,2021-09-18 14:30:00,Darren England,6,8,6,6,Premier League Round 5 2021/2022,-2,78,77,81,78,73,73,74,73,-1,2021,9,18,5
712,712,Burnley,Arsenal,0,1,2021-09-18 17:00:00,Anthony Taylor,4,6,6,6,Premier League Round 5 2021/2022,-1,76,77,76,76,83,77,81,79,-1,2021,9,18,5
713,713,Liverpool,Crystal Palace,3,0,2021-09-18 17:00:00,Andrew Madley,13,5,6,6,Premier League Round 5 2021/2022,3,86,85,83,84,77,74,76,76,1,2021,9,18,5
714,714,Man City,Southampton,0,0,2021-09-18 17:00:00,Jonathan Moss,12,6,6,6,Premier League Round 5 2021/2022,0,84,86,87,85,76,73,77,76,0,2021,9,18,5
715,715,Norwich,Watford,1,3,2021-09-18 17:00:00,Robert Jones,3,6,6,6,Premier League Round 5 2021/2022,-2,76,74,74,74,74,73,75,75,-1,2021,9,18,5
716,716,Aston Villa,Everton,3,0,2021-09-18 19:30:00,Craig Pawson,7,13,5,4,Premier League Round 5 2021/2022,3,78,77,76,78,79,79,78,79,1,2021,9,18,5
717,717,Brighton,Leicester,2,1,2021-09-19 16:00:00,Stuart Attwell,12,7,6,6,Premier League Round 5 2021/2022,1,75,75,77,76,82,79,81,80,1,2021,9,19,5
718,718,West Ham,Man United,1,2,2021-09-19 16:00:00,Martin Atkinson,11,10,6,6,Premier League Round 5 2021/2022,-1,79,79,79,79,85,83,84,84,-1,2021,9,19,5
719,719,Tottenham,Chelsea,0,3,2021-09-19 18:30:00,Paul Tierney,10,13,6,7,Premier League Round 5 2021/2022,-3,86,80,80,82,84,81,86,83,-1,2021,9,19,5
720,720,Crystal Palace,Tottenham,3,0,2021-09-11 14:30:00,Jonathan Moss,5,12,6,7,Premier League Round 4 2021/2022,3,77,74,76,76,86,80,80,82,1,2021,9,11,4
721,721,Arsenal,Norwich,1,0,2021-09-11 17:00:00,Michael Oliver,3,3,6,6,Premier League Round 4 2021/2022,1,83,77,81,79,76,74,74,74,1,2021,9,11,4
722,722,Brentford,Brighton,0,1,2021-09-11 17:00:00,Graham Scott,11,12,6,6,Premier League Round 4 2021/2022,-1,73,73,74,73,75,75,77,76,-1,2021,9,11,4
723,723,Leicester,Man City,0,1,2021-09-11 17:00:00,Paul Tierney,12,9,6,7,Premier League Round 4 2021/2022,-1,82,79,81,80,84,86,87,85,-1,2021,9,11,4
724,724,Man United,Newcastle,4,1,2021-09-11 17:00:00,Anthony Taylor,11,4,6,6,Premier League Round 4 2021/2022,3,85,83,84,84,79,74,75,76,1,2021,9,11,4
725,725,Southampton,West Ham,0,0,2021-09-11 17:00:00,David Coote,5,13,7,7,Premier League Round 4 2021/2022,0,76,73,77,76,79,79,79,79,0,2021,9,11,4
726,726,Watford,Wolves,0,2,2021-09-11 17:00:00,Peter Bankes,6,3,7,7,Premier League Round 4 2021/2022,-2,74,73,75,75,78,77,81,78,-1,2021,9,11,4
727,727,Chelsea,Aston Villa,3,0,2021-09-11 19:30:00,Stuart Attwell,11,10,6,6,Premier League Round 4 2021/2022,3,84,81,86,83,78,77,76,78,1,2021,9,11,4
728,728,Leeds,Liverpool,0,3,2021-09-12 18:30:00,Craig Pawson,6,11,6,6,Premier League Round 4 2021/2022,-3,78,76,78,77,86,85,83,84,-1,2021,9,12,4
729,729,Everton,Burnley,3,1,2021-09-13 22:00:00,Martin Atkinson,10,7,6,6,Premier League Round 4 2021/2022,2,79,79,78,79,76,77,76,76,1,2021,9,13,4
730,730,Man City,Arsenal,5,0,2021-08-28 14:30:00,Martin Atkinson,9,3,6,6,Premier League Round 3 2021/2022,5,84,86,87,85,83,77,81,79,1,2021,8,28,3
731,731,Aston Villa,Brentford,1,1,2021-08-28 17:00:00,Peter Bankes,9,10,6,6,Premier League Round 3 2021/2022,0,78,77,76,78,73,73,74,73,0,2021,8,28,3
732,732,Brighton,Everton,0,2,2021-08-28 17:00:00,Jonathan Moss,13,10,6,6,Premier League Round 3 2021/2022,-2,75,75,77,76,79,79,78,79,-1,2021,8,28,3
733,733,Newcastle,Southampton,2,2,2021-08-28 17:00:00,Paul Tierney,6,7,7,6,Premier League Round 3 2021/2022,0,79,74,75,76,76,73,77,76,0,2021,8,28,3
734,734,Norwich,Leicester,1,2,2021-08-28 17:00:00,Robert Jones,6,10,6,6,Premier League Round 3 2021/2022,-1,76,74,74,74,82,79,81,80,-1,2021,8,28,3
735,735,West Ham,Crystal Palace,2,2,2021-08-28 17:00:00,Stuart Attwell,15,7,7,8,Premier League Round 3 2021/2022,0,79,79,79,79,77,74,76,76,0,2021,8,28,3
736,736,Liverpool,Chelsea,1,1,2021-08-28 19:30:00,Anthony Taylor,13,13,6,6,Premier League Round 3 2021/2022,0,86,85,83,84,84,81,86,83,0,2021,8,28,3
737,737,Burnley,Leeds,1,1,2021-08-29 16:00:00,Michael Oliver,9,5,7,7,Premier League Round 3 2021/2022,0,76,77,76,76,78,76,78,77,0,2021,8,29,3
738,738,Tottenham,Watford,1,0,2021-08-29 16:00:00,Andre Marriner,12,7,7,6,Premier League Round 3 2021/2022,1,86,80,80,82,74,73,75,75,1,2021,8,29,3
739,739,Wolves,Man United,0,1,2021-08-29 18:30:00,Mike Dean,6,8,6,6,Premier League Round 3 2021/2022,-1,78,77,81,78,85,83,84,84,-1,2021,8,29,3
740,740,Liverpool,Burnley,2,0,2021-08-21 14:30:00,Mike Dean,13,9,6,7,Premier League Round 2 2021/2022,2,86,85,83,84,76,77,76,76,1,2021,8,21,2
741,741,Aston Villa,Newcastle,2,0,2021-08-21 17:00:00,David Coote,9,10,6,6,Premier League Round 2 2021/2022,2,78,77,76,78,79,74,75,76,1,2021,8,21,2
742,742,Crystal Palace,Brentford,0,0,2021-08-21 17:00:00,Martin Atkinson,10,10,7,6,Premier League Round 2 2021/2022,0,77,74,76,76,73,73,74,73,0,2021,8,21,2
743,743,Leeds,Everton,2,2,2021-08-21 17:00:00,Darren England,1,9,7,6,Premier League Round 2 2021/2022,0,78,76,78,77,79,79,78,79,0,2021,8,21,2
744,744,Man City,Norwich,5,0,2021-08-21 17:00:00,Graham Scott,9,9,6,6,Premier League Round 2 2021/2022,5,84,86,87,85,76,74,74,74,1,2021,8,21,2
745,745,Brighton,Watford,2,0,2021-08-21 19:30:00,Anthony Taylor,10,8,6,6,Premier League Round 2 2021/2022,2,75,75,77,76,74,73,75,75,1,2021,8,21,2
746,746,Southampton,Man United,1,1,2021-08-22 16:00:00,Craig Pawson,9,10,6,6,Premier League Round 2 2021/2022,0,76,73,77,76,85,83,84,84,0,2021,8,22,2
747,747,Wolves,Tottenham,0,1,2021-08-22 16:00:00,Stuart Attwell,4,10,6,6,Premier League Round 2 2021/2022,-1,78,77,81,78,86,80,80,82,-1,2021,8,22,2
748,748,Arsenal,Chelsea,0,2,2021-08-22 18:30:00,Paul Tierney,1,13,6,6,Premier League Round 2 2021/2022,-2,83,77,81,79,84,81,86,83,-1,2021,8,22,2
749,749,West Ham,Leicester,4,1,2021-08-23 22:00:00,Michael Oliver,15,10,7,6,Premier League Round 2 2021/2022,3,79,79,79,79,82,79,81,80,1,2021,8,23,2
750,750,Brentford,Arsenal,2,0,2021-08-13 22:00:00,Michael Oliver,10,4,6,6,Premier League Round 1,2,73,73,74,73,83,77,81,79,1,2021,8,13,1
751,751,Man United,Leeds,5,1,2021-08-14 14:30:00,Paul Tierney,7,1,6,6,Premier League Round 1 2021/2022,4,85,83,84,84,78,76,78,77,1,2021,8,14,1
752,752,Burnley,Brighton,1,2,2021-08-14 17:00:00,David Coote,9,8,6,6,Premier League Round 1 2021/2022,-1,76,77,76,76,75,75,77,76,-1,2021,8,14,1
753,753,Chelsea,Crystal Palace,3,0,2021-08-14 17:00:00,Jonathan Moss,13,10,6,6,Premier League Round 1 2021/2022,3,84,81,86,83,77,74,76,76,1,2021,8,14,1
754,754,Everton,Southampton,3,1,2021-08-14 17:00:00,Andrew Madley,6,9,6,6,Premier League Round 1 2021/2022,2,79,79,78,79,76,73,77,76,1,2021,8,14,1
755,755,Leicester,Wolves,1,0,2021-08-14 17:00:00,Craig Pawson,7,7,6,6,Premier League Round 1 2021/2022,1,82,79,81,80,78,77,81,78,1,2021,8,14,1
756,756,Watford,Aston Villa,3,2,2021-08-14 17:00:00,Mike Dean,5,12,6,6,Premier League Round 1 2021/2022,1,74,73,75,75,78,77,76,78,1,2021,8,14,1
757,757,Norwich,Liverpool,0,3,2021-08-14 19:30:00,Andre Marriner,10,10,6,6,Premier League Round 1 2021/2022,-3,76,74,74,74,86,85,83,84,-1,2021,8,14,1
758,758,Newcastle,West Ham,2,4,2021-08-15 16:00:00,Martin Atkinson,10,13,6,6,Premier League Round 1 2021/2022,-2,79,74,75,76,79,79,79,79,-1,2021,8,15,1
759,759,Tottenham,Man City,1,0,2021-08-15 18:30:00,Anthony Taylor,11,9,6,6,Premier League Round 1 2021/2022,1,86,80,80,82,84,86,87,85,1,2021,8,15,1
760,760,Man City,Leicester,1,0,2019-05-06 22:00:00,Mike Dean,15,10,4,4,Premier League Round 37 2018/2019,1,85,83,87,85,79,77,77,78,1,2019,5,6,37
761,761,Brighton,Man City,1,4,2019-05-12 17:00:00,Michael Oliver,3,15,4,4,Premier League Round 38 2018/2019,-3,76,75,76,76,85,83,87,85,-1,2019,5,12,38
762,762,Burnley,Arsenal,1,3,2019-05-12 17:00:00,Mike Dean,7,7,4,5,Premier League Round 38 2018/2019,-2,77,78,77,78,85,81,82,82,-1,2019,5,12,38
763,763,Crystal Palace,Bournemouth,5,3,2019-05-12 17:00:00,Roger East,10,7,4,4,Premier League Round 38 2018/2019,2,79,75,76,77,77,76,75,76,1,2019,5,12,38
764,764,Fulham,Newcastle,0,4,2019-05-12 17:00:00,Kevin Friend,9,7,4,4,Premier League Round 38 2018/2019,-4,76,74,77,76,76,76,76,76,-1,2019,5,12,38
765,765,Leicester,Chelsea,0,0,2019-05-12 17:00:00,Anthony Taylor,7,9,4,4,Premier League Round 38 2018/2019,0,79,77,77,78,84,82,85,83,0,2019,5,12,38
766,766,Liverpool,Wolves,2,0,2019-05-12 17:00:00,Martin Atkinson,12,10,4,4,Premier League Round 38 2018/2019,2,85,81,82,83,75,75,80,76,1,2019,5,12,38
767,767,Man United,Cardiff,0,2,2019-05-12 17:00:00,Jonathan Moss,2,3,4,4,Premier League Round 38 2018/2019,-2,84,81,84,83,73,73,74,73,-1,2019,5,12,38
768,768,Southampton,Huddersfield,1,1,2019-05-12 17:00:00,Lee Probert,5,1,4,5,Premier League Round 38 2018/2019,0,76,77,77,77,75,75,75,75,0,2019,5,12,38
769,769,Tottenham,Everton,2,2,2019-05-12 17:00:00,Andre Marriner,6,10,4,5,Premier League Round 38 2018/2019,0,89,82,83,83,80,78,79,79,0,2019,5,12,38
770,770,Watford,West Ham,1,4,2019-05-12 17:00:00,Chris Kavanagh,4,7,4,4,Premier League Round 38 2018/2019,-3,77,76,78,77,79,76,78,79,-1,2019,5,12,38
771,771,Leicester,Arsenal,3,0,2019-04-28 14:00:00,Michael Oliver,10,9,1,7,Premier League Round 36 2018/2019,3,79,77,77,78,85,81,82,82,1,2019,4,28,36
772,772,Burnley,Man City,0,1,2019-04-28 16:05:00,Paul Tierney,10,12,5,4,Premier League Round 36 2018/2019,-1,77,78,77,78,85,83,87,85,-1,2019,4,28,36
773,773,Man United,Chelsea,1,1,2019-04-28 18:30:00,Martin Atkinson,3,10,4,4,Premier League Round 36 2018/2019,0,84,81,84,83,84,82,85,83,0,2019,4,28,36
774,774,Everton,Burnley,2,0,2019-05-03 22:00:00,Chris Kavanagh,10,10,4,4,Premier League Round 37 2018/2019,2,80,78,79,79,77,78,77,78,1,2019,5,3,37
775,775,Bournemouth,Tottenham,1,0,2019-05-04 14:30:00,Craig Pawson,4,3,6,4,Premier League Round 37 2018/2019,1,77,76,75,76,89,82,83,83,1,2019,5,4,37
776,776,West Ham,Southampton,3,0,2019-05-04 17:00:00,Stuart Attwell,4,5,4,4,Premier League Round 37 2018/2019,3,79,76,78,79,76,77,77,77,1,2019,5,4,37
777,777,Wolves,Fulham,1,0,2019-05-04 17:00:00,Jonathan Moss,7,9,4,5,Premier League Round 37 2018/2019,1,75,75,80,76,76,74,77,76,1,2019,5,4,37
778,778,Cardiff,Crystal Palace,2,3,2019-05-04 19:30:00,Michael Oliver,3,7,5,5,Premier League Round 37 2018/2019,-1,73,73,74,73,79,75,76,77,-1,2019,5,4,37
779,779,Newcastle,Liverpool,2,3,2019-05-04 21:45:00,Andre Marriner,7,12,5,3,Premier League Round 37 2018/2019,-1,76,76,76,76,85,81,82,83,-1,2019,5,4,37
780,780,Chelsea,Watford,3,0,2019-05-05 16:00:00,Paul Tierney,6,7,6,3,Premier League Round 37 2018/2019,3,84,82,85,83,77,76,78,77,1,2019,5,5,37
781,781,Huddersfield,Man United,1,1,2019-05-05 16:00:00,Lee Mason,0,4,5,4,Premier League Round 37 2018/2019,0,75,75,75,75,84,81,84,83,0,2019,5,5,37
782,782,Arsenal,Brighton,1,1,2019-05-05 18:30:00,Anthony Taylor,6,2,5,3,Premier League Round 37 2018/2019,0,85,81,82,82,76,75,76,76,0,2019,5,5,37
783,783,Chelsea,Burnley,2,2,2019-04-22 22:00:00,Kevin Friend,12,9,4,7,Premier League Round 35 2018/2019,0,84,82,85,83,77,78,77,78,0,2019,4,22,35
784,784,Tottenham,Brighton,1,0,2019-04-23 21:45:00,Chris Kavanagh,9,1,4,4,Premier League Round 33 2018/2019,1,89,82,83,83,76,75,76,76,1,2019,4,23,33
785,785,Watford,Southampton,1,1,2019-04-23 21:45:00,Mike Dean,9,9,5,4,Premier League Round 31 2018/2019,0,77,76,78,77,76,77,77,77,0,2019,4,23,31
786,786,Wolves,Arsenal,3,1,2019-04-24 21:45:00,Stuart Attwell,4,9,4,4,Premier League Round 31 2018/2019,2,75,75,80,76,85,81,82,82,1,2019,4,24,31
787,787,Man United,Man City,0,2,2019-04-24 22:00:00,Andre Marriner,3,12,4,4,Premier League Round 31 2018/2019,-2,84,81,84,83,85,83,87,85,-1,2019,4,24,31
788,788,Liverpool,Huddersfield,5,0,2019-04-26 22:00:00,Kevin Friend,15,0,1,4,Premier League Round 36 2018/2019,5,85,81,82,83,75,75,75,75,1,2019,4,26,36
789,789,Tottenham,West Ham,0,1,2019-04-27 14:30:00,Anthony Taylor,9,4,4,4,Premier League Round 36 2018/2019,-1,89,82,83,83,79,76,78,79,-1,2019,4,27,36
790,790,Crystal Palace,Everton,0,0,2019-04-27 17:00:00,Lee Mason,9,12,6,4,Premier League Round 36 2018/2019,0,79,75,76,77,80,78,79,79,0,2019,4,27,36
791,791,Fulham,Cardiff,1,0,2019-04-27 17:00:00,Chris Kavanagh,6,3,4,4,Premier League Round 36 2018/2019,1,76,74,77,76,73,73,74,73,1,2019,4,27,36
792,792,Southampton,Bournemouth,3,3,2019-04-27 17:00:00,Graham Scott,7,4,4,4,Premier League Round 36 2018/2019,0,76,77,77,77,77,76,75,76,0,2019,4,27,36
793,793,Watford,Wolves,1,2,2019-04-27 17:00:00,Simon Hooper,10,7,5,5,Premier League Round 36 2018/2019,-1,77,76,78,77,75,75,80,76,-1,2019,4,27,36
794,794,Brighton,Newcastle,1,1,2019-04-27 19:30:00,Mike Dean,1,7,2,4,Premier League Round 36 2018/2019,0,76,75,76,76,76,76,76,76,0,2019,4,27,36
795,795,Watford,Arsenal,0,1,2019-04-15 22:00:00,Craig Pawson,9,12,3,3,Premier League Round 34 2018/2019,-1,77,76,78,77,85,81,82,82,-1,2019,4,15,34
796,796,Brighton,Cardiff,0,2,2019-04-16 21:45:00,Andre Marriner,3,3,1,4,Premier League Round 31 2018/2019,-2,76,75,76,76,73,73,74,73,-1,2019,4,16,31
797,797,Man City,Tottenham,1,0,2019-04-20 11:30:00,Michael Oliver,12,9,0,0,Premier League Round 35,1,85,83,87,85,89,82,83,83,1,2019,4,20,35
798,798,Bournemouth,Fulham,0,1,2019-04-20 17:00:00,David Coote,7,3,4,4,Premier League Round 35 2018/2019,-1,77,76,75,76,76,74,77,76,-1,2019,4,20,35
799,799,Huddersfield,Watford,1,2,2019-04-20 14:00:00,Roger East,0,9,0,0,Premier League Round 35,-1,75,75,75,75,77,76,78,77,-1,2019,4,20,35
800,800,West Ham,Leicester,2,2,2019-04-20 14:00:00,Lee Probert,3,12,0,0,Premier League Round 35,0,79,76,78,79,79,77,77,78,0,2019,4,20,35
801,801,Wolves,Brighton,0,0,2019-04-20 17:00:00,Craig Pawson,6,0,4,5,Premier League Round 35 2018/2019,0,75,75,80,76,76,75,76,76,0,2019,4,20,35
802,802,Newcastle,Southampton,3,1,2019-04-20 19:30:00,Anthony Taylor,7,9,4,4,Premier League Round 35 2018/2019,2,76,76,76,76,76,77,77,77,1,2019,4,20,35
803,803,Everton,Man United,4,0,2019-04-21 15:30:00,Paul Tierney,9,6,4,4,Premier League Round 35 2018/2019,4,80,78,79,79,84,81,84,83,1,2019,4,21,35
804,804,Arsenal,Crystal Palace,2,3,2019-04-21 18:00:00,Jon Moss,12,6,6,4,Premier League Round 35 2018/2019,-1,85,81,82,82,79,75,76,77,-1,2019,4,21,35
805,805,Cardiff,Liverpool,0,2,2019-04-21 18:00:00,Martin Atkinson,6,15,5,1,Premier League Round 35 2018/2019,-2,73,73,74,73,85,81,82,83,-1,2019,4,21,35
806,806,Everton,Arsenal,1,0,2019-04-07 16:05:00,Kevin Friend,10,12,4,4,Premier League Round 33 2018/2019,1,80,78,79,79,85,81,82,82,1,2019,4,7,33
807,807,Chelsea,West Ham,2,0,2019-04-08 22:00:00,Chris Kavanagh,10,6,6,5,Premier League Round 33 2018/2019,2,84,82,85,83,79,76,78,79,1,2019,4,8,33
808,808,Leicester,Newcastle,0,1,2019-04-12 22:00:00,Chris Kavanagh,12,4,1,2,Premier League Round 34 2018/2019,-1,79,77,77,78,76,76,76,76,-1,2019,4,12,34
809,809,Tottenham,Huddersfield,4,0,2019-04-13 14:30:00,Lee Mason,9,0,4,4,Premier League Round 34 2018/2019,4,89,82,83,83,75,75,75,75,1,2019,4,13,34
810,810,Brighton,Bournemouth,0,5,2019-04-13 17:00:00,Kevin Friend,6,4,5,4,Premier League Round 34 2018/2019,-5,76,75,76,76,77,76,75,76,-1,2019,4,13,34
811,811,Burnley,Cardiff,2,0,2019-04-13 17:00:00,Mike Dean,6,3,7,4,Premier League Round 34 2018/2019,2,77,78,77,78,73,73,74,73,1,2019,4,13,34
812,812,Fulham,Everton,2,0,2019-04-13 17:00:00,Lee Probert,0,10,4,4,Premier League Round 34 2018/2019,2,76,74,77,76,80,78,79,79,1,2019,4,13,34
813,813,Southampton,Wolves,3,1,2019-04-13 17:00:00,Jonathan Moss,9,7,4,4,Premier League Round 34 2018/2019,2,76,77,77,77,75,75,80,76,1,2019,4,13,34
814,814,Man United,West Ham,2,1,2019-04-13 19:30:00,Graham Scott,3,6,4,4,Premier League Round 34 2018/2019,1,84,81,84,83,79,76,78,79,1,2019,4,13,34
815,815,Crystal Palace,Man City,1,3,2019-04-14 16:05:00,Martin Atkinson,6,12,4,4,Premier League Round 34 2018/2019,-2,79,75,76,77,85,83,87,85,-1,2019,4,14,34
816,816,Liverpool,Chelsea,2,0,2019-04-14 18:30:00,Michael Oliver,15,12,0,4,Premier League Round 34 2018/2019,2,85,81,82,83,84,82,85,83,1,2019,4,14,34
817,817,Cardiff,Chelsea,1,2,2019-03-31 16:05:00,Craig Pawson,6,10,4,6,Premier League Round 32 2018/2019,-1,73,73,74,73,84,82,85,83,-1,2019,3,31,32
818,818,Liverpool,Tottenham,2,1,2019-03-31 18:30:00,Martin Atkinson,13,4,2,5,Premier League Round 32 2018/2019,1,85,81,82,83,89,82,83,83,1,2019,3,31,32
819,819,Arsenal,Newcastle,2,0,2019-04-01 22:00:00,Anthony Taylor,10,10,5,3,Premier League Round 32 2018/2019,2,85,81,82,82,76,76,76,76,1,2019,4,1,32
820,820,Watford,Fulham,4,1,2019-04-02 21:45:00,Roger East,6,0,4,4,Premier League Round 33 2018/2019,3,77,76,78,77,76,74,77,76,1,2019,4,2,33
821,821,Wolves,Man United,2,1,2019-04-02 21:45:00,Mike Dean,7,9,4,4,Premier League Round 33 2018/2019,1,75,75,80,76,84,81,84,83,1,2019,4,2,33
822,822,Chelsea,Brighton,3,0,2019-04-03 21:45:00,Graham Scott,10,9,5,2,Premier League Round 27 2018/2019,3,84,82,85,83,76,75,76,76,1,2019,4,3,27
823,823,Man City,Cardiff,2,0,2019-04-03 21:45:00,Jonathan Moss,15,3,6,4,Premier League Round 33 2018/2019,2,85,83,87,85,73,73,74,73,1,2019,4,3,33
824,824,Tottenham,Crystal Palace,2,0,2019-04-03 21:45:00,Andre Marriner,4,6,4,5,Premier League Round 31 2018/2019,2,89,82,83,83,79,75,76,77,1,2019,4,3,31
825,825,Southampton,Liverpool,1,3,2019-04-05 22:00:00,Paul Tierney,9,13,4,4,Premier League Round 33 2018/2019,-2,76,77,77,77,85,81,82,83,-1,2019,4,5,33
826,826,Bournemouth,Burnley,1,3,2019-04-06 17:00:00,Martin Atkinson,4,3,4,6,Premier League Round 33 2018/2019,-2,77,76,75,76,77,78,77,78,-1,2019,4,6,33
827,827,Huddersfield,Leicester,1,4,2019-04-06 17:00:00,David Coote,3,12,3,1,Premier League Round 33 2018/2019,-3,75,75,75,75,79,77,77,78,-1,2019,4,6,33
828,828,Newcastle,Crystal Palace,0,1,2019-04-06 17:00:00,Stuart Attwell,7,6,2,3,Premier League Round 33 2018/2019,-1,76,76,76,76,79,75,76,77,-1,2019,4,6,33
829,829,Liverpool,Burnley,4,2,2019-03-10 14:00:00,Andre Marriner,9,7,4,4,Premier League Round 30 2018/2019,2,85,81,82,83,77,78,77,78,1,2019,3,10,30
830,830,Chelsea,Wolves,1,1,2019-03-10 16:05:00,Michael Oliver,12,8,4,5,Premier League Round 30 2018/2019,0,84,82,85,83,75,75,80,76,0,2019,3,10,30
831,831,Arsenal,Man United,2,0,2019-03-10 18:30:00,Jonathan Moss,10,13,4,5,Premier League Round 30 2018/2019,2,85,81,82,82,84,81,84,83,1,2019,3,10,30
832,832,Bournemouth,Newcastle,2,2,2019-03-16 17:00:00,Mike Dean,4,10,6,4,Premier League Round 31 2018/2019,0,77,76,75,76,76,76,76,76,0,2019,3,16,31
833,833,Burnley,Leicester,1,2,2019-03-16 17:00:00,Michael Oliver,6,6,4,4,Premier League Round 31 2018/2019,-1,77,78,77,78,79,77,77,78,-1,2019,3,16,31
834,834,West Ham,Huddersfield,4,3,2019-03-16 17:00:00,Jon Moss,7,3,4,5,Premier League Round 31 2018/2019,1,79,76,78,79,75,75,75,75,1,2019,3,16,31
835,835,Fulham,Liverpool,1,2,2019-03-17 16:15:00,Craig Pawson,0,11,4,4,Premier League Round 31 2018/2019,-1,76,74,77,76,85,81,82,83,-1,2019,3,17,31
836,836,Everton,Chelsea,2,0,2019-03-17 18:30:00,Anthony Taylor,4,13,4,4,Premier League Round 31 2018/2019,2,80,78,79,79,84,82,85,83,1,2019,3,17,31
837,837,Fulham,Man City,0,2,2019-03-30 15:30:00,Kevin Friend,0,15,4,4,Premier League Round 32 2018/2019,-2,76,74,77,76,85,83,87,85,-1,2019,3,30,32
838,838,Brighton,Southampton,0,1,2019-03-30 18:00:00,Michael Oliver,12,6,5,4,Premier League Round 32 2018/2019,-1,76,75,76,76,76,77,77,77,-1,2019,3,30,32
839,839,Burnley,Wolves,2,0,2019-03-30 18:00:00,Chris Kavanagh,3,8,6,4,Premier League Round 32 2018/2019,2,77,78,77,78,75,75,80,76,1,2019,3,30,32
840,840,Crystal Palace,Huddersfield,2,0,2019-03-30 18:00:00,Lee Probert,6,3,3,4,Premier League Round 32 2018/2019,2,79,75,76,77,75,75,75,75,1,2019,3,30,32
841,841,Leicester,Bournemouth,2,0,2019-03-30 18:00:00,Lee Mason,9,5,4,4,Premier League Round 32 2018/2019,2,79,77,77,78,77,76,75,76,1,2019,3,30,32
842,842,Man United,Watford,2,1,2019-03-30 18:00:00,Stuart Attwell,9,9,4,4,Premier League Round 32 2018/2019,1,84,81,84,83,77,76,78,77,1,2019,3,30,32
843,843,West Ham,Everton,0,2,2019-03-30 20:30:00,Paul Tierney,9,7,4,4,Premier League Round 32 2018/2019,-2,79,76,78,79,80,78,79,79,-1,2019,3,30,32
844,844,Watford,Leicester,2,1,2019-03-03 14:00:00,Jon Moss,10,4,1,2,Premier League Round 29 2018/2019,1,77,76,78,77,79,77,77,78,1,2019,3,3,29
845,845,Fulham,Chelsea,1,2,2019-03-03 16:05:00,Graham Scott,3,9,4,4,Premier League Round 29 2018/2019,-1,76,74,77,76,84,82,85,83,-1,2019,3,3,29
846,846,Everton,Liverpool,0,0,2019-03-03 18:15:00,Martin Atkinson,6,9,4,4,Premier League Round 29 2018/2019,0,80,78,79,79,85,81,82,83,0,2019,3,3,29
847,847,Crystal Palace,Brighton,1,2,2019-03-09 14:30:00,Craig Pawson,10,9,3,3,Premier League Round 30 2018/2019,-1,79,75,76,77,76,75,76,76,-1,2019,3,9,30
848,848,Cardiff,West Ham,2,0,2019-03-09 17:00:00,Graham Scott,6,8,3,4,Premier League Round 30 2018/2019,2,73,73,74,73,79,76,78,79,1,2019,3,9,30
849,849,Huddersfield,Bournemouth,0,2,2019-03-09 17:00:00,Anthony Taylor,3,1,4,4,Premier League Round 30 2018/2019,-2,75,75,75,75,77,76,75,76,-1,2019,3,9,30
850,850,Leicester,Fulham,3,1,2019-03-09 17:00:00,David Coote,3,0,4,4,Premier League Round 30 2018/2019,2,79,77,77,78,76,74,77,76,1,2019,3,9,30
851,851,Newcastle,Everton,3,2,2019-03-09 17:00:00,Lee Mason,8,4,4,4,Premier League Round 30 2018/2019,1,76,76,76,76,80,78,79,79,1,2019,3,9,30
852,852,Southampton,Tottenham,2,1,2019-03-09 17:00:00,Kevin Friend,4,7,4,4,Premier League Round 30 2018/2019,1,76,77,77,77,89,82,83,83,1,2019,3,9,30
853,853,Man City,Watford,3,1,2019-03-09 19:30:00,Paul Tierney,15,12,4,4,Premier League Round 30 2018/2019,2,85,83,87,85,77,76,78,77,1,2019,3,9,30
854,854,Arsenal,Bournemouth,5,1,2019-02-27 21:45:00,Chris Kavanagh,9,7,4,4,Premier League Round 28 2018/2019,4,85,81,82,82,77,76,75,76,1,2019,2,27,28
855,855,Southampton,Fulham,2,0,2019-02-27 21:45:00,Anthony Taylor,5,3,6,5,Premier League Round 28 2018/2019,2,76,77,77,77,76,74,77,76,1,2019,2,27,28
