,Unnamed: 0,HomeTeam,AwayTeam,HomeScore,AwayScore,Time,Ref,HomeForm,AwayForm,HomeMissingPlayers,AwayMissingPlayers,Round,GD,HomeAtt,HomeDef,HomeMid,HomeOVR,AwayAtt,AwayDef,AwayMid,AwayOVR,y,Year,Month,Day,Round_Number
856,856,Chelsea,Tottenham,2,0,2019-02-27 22:00:00,Andre Marriner,6,12,4,4,Premier League Round 28 2018/2019,2,84,82,85,83,89,82,83,83,1,2019,2,27,28
857,857,Crystal Palace,Man United,1,3,2019-02-27 22:00:00,Martin Atkinson,11,10,4,4,Premier League Round 28 2018/2019,-2,79,75,76,77,84,81,84,83,-1,2019,2,27,28
858,858,Liverpool,Watford,5,0,2019-02-27 22:00:00,Graham Scott,7,10,4,4,Premier League Round 28 2018/2019,5,85,81,82,83,77,76,78,77,1,2019,2,27,28
859,859,Man City,West Ham,1,0,2019-02-27 22:00:00,Stuart Attwell,15,5,4,4,Premier League Round 28 2018/2019,1,85,83,87,85,79,76,78,79,1,2019,2,27,28
860,860,Tottenham,Arsenal,1,1,2019-03-02 14:30:00,Anthony Taylor,9,12,5,4,Premier League Round 29 2018/2019,0,89,82,83,83,85,81,82,82,0,2019,3,2,29
861,861,Bournemouth,Man City,0,1,2019-03-02 17:00:00,Kevin Friend,4,15,4,4,Premier League Round 29 2018/2019,-1,77,76,75,76,85,83,87,85,-1,2019,3,2,29
862,862,Brighton,Huddersfield,1,0,2019-03-02 17:00:00,Mike Dean,7,3,3,5,Premier League Round 29 2018/2019,1,76,75,76,76,75,75,75,75,1,2019,3,2,29
863,863,Burnley,Crystal Palace,1,3,2019-03-02 17:00:00,Lee Probert,8,10,4,4,Premier League Round 29 2018/2019,-2,77,78,77,78,79,75,76,77,-1,2019,3,2,29
864,864,Man United,Southampton,3,2,2019-03-02 17:00:00,Stuart Attwell,10,5,4,5,Premier League Round 29 2018/2019,1,84,81,84,83,76,77,77,77,1,2019,3,2,29
865,865,Wolves,Cardiff,2,0,2019-03-02 17:00:00,Andre Marriner,8,6,4,4,Premier League Round 29 2018/2019,2,75,75,80,76,73,73,74,73,1,2019,3,2,29
866,866,West Ham,Newcastle,2,0,2019-03-02 19:30:00,Chris Kavanagh,5,8,5,2,Premier League Round 29 2018/2019,2,79,76,78,79,76,76,76,76,1,2019,3,2,29
867,867,Wolves,Newcastle,1,1,2019-02-11 22:00:00,Graham Scott,13,9,4,4,Premier League Round 26 2018/2019,0,75,75,80,76,76,76,76,76,0,2019,2,11,26
868,868,Cardiff,Watford,1,5,2019-02-22 21:45:00,Simon Hooper,7,10,3,4,Premier League Round 27 2018/2019,-4,73,73,74,73,77,76,78,77,-1,2019,2,22,27
869,869,West Ham,Fulham,3,1,2019-02-22 21:45:00,Lee Mason,2,3,5,3,Premier League Round 27 2018/2019,2,79,76,78,79,76,74,77,76,1,2019,2,22,27
870,870,Burnley,Tottenham,2,1,2019-02-23 14:30:00,Mike Dean,6,12,5,4,Premier League Round 27 2018/2019,1,77,78,77,78,89,82,83,83,1,2019,2,23,27
871,871,Bournemouth,Wolves,1,1,2019-02-23 17:00:00,Roger East,6,13,6,4,Premier League Round 27 2018/2019,0,77,76,75,76,75,75,80,76,0,2019,2,23,27
872,872,Newcastle,Huddersfield,2,0,2019-02-23 17:00:00,Kevin Friend,5,1,1,4,Premier League Round 27 2018/2019,2,76,76,76,76,75,75,75,75,1,2019,2,23,27
873,873,Leicester,Crystal Palace,1,4,2019-02-23 19:30:00,Kevin Friend,1,11,2,5,Premier League Round 27 2018/2019,-3,79,77,77,78,79,75,76,77,-1,2019,2,23,27
874,874,Arsenal,Southampton,2,0,2019-02-24 16:05:00,Graham Scott,9,5,4,4,Premier League Round 27 2018/2019,2,85,81,82,82,76,77,77,77,1,2019,2,24,27
875,875,Man United,Liverpool,0,0,2019-02-24 16:05:00,Michael Oliver,10,9,4,4,Premier League Round 27 2018/2019,0,84,81,84,83,85,81,82,83,0,2019,2,24,27
876,876,Cardiff,Everton,0,3,2019-02-26 21:45:00,Kevin Friend,6,3,4,4,Premier League Round 28 2018/2019,-3,73,73,74,73,80,78,79,79,-1,2019,2,26,28
877,877,Huddersfield,Wolves,1,0,2019-02-26 21:45:00,David Coote,0,11,4,4,Premier League Round 28 2018/2019,1,75,75,75,75,75,75,80,76,1,2019,2,26,28
878,878,Leicester,Brighton,2,1,2019-02-26 21:45:00,Lee Probert,1,7,2,2,Premier League Round 28 2018/2019,1,79,77,77,78,76,75,76,76,1,2019,2,26,28
879,879,Newcastle,Burnley,2,0,2019-02-26 22:00:00,Craig Pawson,8,8,4,4,Premier League Round 28 2018/2019,2,76,76,76,76,77,78,77,78,1,2019,2,26,28
880,880,Everton,Man City,0,2,2019-02-06 21:45:00,Craig Pawson,6,12,4,4,Premier League Round 27 2018/2019,-2,80,78,79,79,85,83,87,85,-1,2019,2,6,27
881,881,Fulham,Man United,0,3,2019-02-09 14:30:00,Paul Tierney,3,13,4,4,Premier League Round 26 2018/2019,-3,76,74,77,76,84,81,84,83,-1,2019,2,9,26
882,882,Crystal Palace,West Ham,1,1,2019-02-09 17:00:00,Craig Pawson,7,4,5,7,Premier League Round 26 2018/2019,0,79,75,76,77,79,76,78,79,0,2019,2,9,26
883,883,Huddersfield,Arsenal,1,2,2019-02-09 17:00:00,Jon Moss,1,6,4,5,Premier League Round 26 2018/2019,-1,75,75,75,75,85,81,82,82,-1,2019,2,9,26
884,884,Liverpool,Bournemouth,3,0,2019-02-09 17:00:00,Anthony Taylor,8,6,4,4,Premier League Round 26 2018/2019,3,85,81,82,83,77,76,75,76,1,2019,2,9,26
885,885,Southampton,Cardiff,1,2,2019-02-09 17:00:00,Martin Atkinson,8,4,4,4,Premier League Round 26 2018/2019,-1,76,77,77,77,73,73,74,73,-1,2019,2,9,26
886,886,Watford,Everton,1,0,2019-02-09 17:00:00,Lee Probert,8,3,4,4,Premier League Round 26 2018/2019,1,77,76,78,77,80,78,79,79,1,2019,2,9,26
887,887,Brighton,Burnley,1,3,2019-02-09 19:30:00,Stuart Attwell,5,6,4,7,Premier League Round 26 2018/2019,-2,76,75,76,76,77,78,77,78,-1,2019,2,9,26
888,888,Tottenham,Leicester,3,1,2019-02-10 15:30:00,Michael Oliver,9,1,4,4,Premier League Round 26 2018/2019,2,89,82,83,83,79,77,77,78,1,2019,2,10,26
889,889,Man City,Chelsea,6,0,2019-02-10 18:00:00,Mike Dean,12,9,4,4,Premier League Round 26 2018/2019,6,85,83,87,85,84,82,85,83,1,2019,2,10,26
890,890,Tottenham,Newcastle,1,0,2019-02-02 14:30:00,Andre Marriner,6,9,4,5,Premier League Round 25 2018/2019,1,89,82,83,83,76,76,76,76,1,2019,2,2,25
891,891,Brighton,Watford,0,0,2019-02-02 17:00:00,Simon Hooper,4,10,4,3,Premier League Round 25 2018/2019,0,76,75,76,76,77,76,78,77,0,2019,2,2,25
892,892,Burnley,Southampton,1,1,2019-02-02 17:00:00,Anthony Taylor,8,8,4,4,Premier League Round 25 2018/2019,0,77,78,77,78,76,77,77,77,0,2019,2,2,25
893,893,Chelsea,Huddersfield,5,0,2019-02-02 17:00:00,Paul Tierney,9,1,3,3,Premier League Round 25 2018/2019,5,84,82,85,83,75,75,75,75,1,2019,2,2,25
894,894,Crystal Palace,Fulham,2,0,2019-02-02 17:00:00,Michael Oliver,7,3,2,5,Premier League Round 25 2018/2019,2,79,75,76,77,76,74,77,76,1,2019,2,2,25
895,895,Everton,Wolves,1,3,2019-02-02 17:00:00,Lee Mason,9,10,4,4,Premier League Round 25 2018/2019,-2,80,78,79,79,75,75,80,76,-1,2019,2,2,25
896,896,Cardiff,Bournemouth,2,0,2019-02-02 19:30:00,Jonathan Moss,1,7,4,4,Premier League Round 25 2018/2019,2,73,73,74,73,77,76,75,76,1,2019,2,2,25
897,897,Leicester,Man United,0,1,2019-02-03 16:05:00,Mike Dean,4,13,4,4,Premier League Round 25 2018/2019,-1,79,77,77,78,84,81,84,83,-1,2019,2,3,25
898,898,Man City,Arsenal,3,1,2019-02-03 18:30:00,Martin Atkinson,12,9,5,4,Premier League Round 25 2018/2019,2,85,83,87,85,85,81,82,82,1,2019,2,3,25
899,899,West Ham,Liverpool,1,1,2019-02-04 22:00:00,Kevin Friend,6,7,8,6,Premier League Round 25 2018/2019,0,79,76,78,79,85,81,82,83,0,2019,2,4,25
900,900,Arsenal,Cardiff,2,1,2019-01-29 21:45:00,Mike Dean,9,4,6,3,Premier League Round 24 2018/2019,1,85,81,82,82,73,73,74,73,1,2019,1,29,24
901,901,Fulham,Brighton,4,2,2019-01-29 21:45:00,Lee Probert,3,5,3,4,Premier League Round 24 2018/2019,2,76,74,77,76,76,75,76,76,1,2019,1,29,24
902,902,Huddersfield,Everton,0,1,2019-01-29 21:45:00,Stuart Attwell,1,6,4,4,Premier League Round 24 2018/2019,-1,75,75,75,75,80,78,79,79,-1,2019,1,29,24
903,903,Wolves,West Ham,3,0,2019-01-29 21:45:00,David Coote,7,7,4,4,Premier League Round 24 2018/2019,3,75,75,80,76,79,76,78,79,1,2019,1,29,24
904,904,Man United,Burnley,2,2,2019-01-29 22:00:00,Jonathan Moss,15,10,5,6,Premier League Round 24 2018/2019,0,84,81,84,83,77,78,77,78,0,2019,1,29,24
905,905,Newcastle,Man City,2,1,2019-01-29 22:00:00,Paul Tierney,7,15,5,4,Premier League Round 24 2018/2019,1,76,76,76,76,85,83,87,85,1,2019,1,29,24
906,906,Bournemouth,Chelsea,4,0,2019-01-30 21:45:00,Roger East,4,9,4,4,Premier League Round 24 2018/2019,4,77,76,75,76,84,82,85,83,1,2019,1,30,24
907,907,Southampton,Crystal Palace,1,1,2019-01-30 21:45:00,Andre Marriner,8,9,4,5,Premier League Round 24 2018/2019,0,76,77,77,77,79,75,76,77,0,2019,1,30,24
908,908,Liverpool,Leicester,1,1,2019-01-30 22:00:00,Martin Atkinson,9,3,3,1,Premier League Round 24 2018/2019,0,85,81,82,83,79,77,77,78,0,2019,1,30,24
909,909,Tottenham,Watford,2,1,2019-01-30 22:00:00,Graham Scott,6,11,4,5,Premier League Round 24 2018/2019,1,89,82,83,83,77,76,78,77,1,2019,1,30,24
910,910,Wolves,Leicester,4,3,2019-01-19 14:30:00,Chris Kavanagh,7,6,5,4,Premier League Round 23 2018/2019,1,75,75,80,76,79,77,77,78,1,2019,1,19,23
911,911,Bournemouth,West Ham,2,0,2019-01-19 17:00:00,Simon Hooper,1,10,4,4,Premier League Round 23 2018/2019,2,77,76,75,76,79,76,78,79,1,2019,1,19,23
912,912,Liverpool,Crystal Palace,4,3,2019-01-19 17:00:00,Jon Moss,9,7,4,3,Premier League Round 23 2018/2019,1,85,81,82,83,79,75,76,77,1,2019,1,19,23
913,913,Man United,Brighton,2,1,2019-01-19 17:00:00,Paul Tierney,15,8,4,4,Premier League Round 23 2018/2019,1,84,81,84,83,76,75,76,76,1,2019,1,19,23
914,914,Newcastle,Cardiff,3,0,2019-01-19 17:00:00,Stuart Attwell,5,5,7,4,Premier League Round 23 2018/2019,3,76,76,76,76,73,73,74,73,1,2019,1,19,23
915,915,Southampton,Everton,2,1,2019-01-19 17:00:00,Graham Scott,5,9,4,4,Premier League Round 23 2018/2019,1,76,77,77,77,80,78,79,79,1,2019,1,19,23
916,916,Watford,Burnley,0,0,2019-01-19 17:00:00,Michael Oliver,8,12,5,7,Premier League Round 23 2018/2019,0,77,76,78,77,77,78,77,78,0,2019,1,19,23
917,917,Arsenal,Chelsea,2,0,2019-01-19 19:30:00,Anthony Taylor,7,10,3,5,Premier League Round 23 2018/2019,2,85,81,82,82,84,82,85,83,1,2019,1,19,23
918,918,Huddersfield,Man City,0,3,2019-01-20 15:30:00,Andre Marriner,1,15,5,4,Premier League Round 23 2018/2019,-3,75,75,75,75,85,83,87,85,-1,2019,1,20,23
919,919,Fulham,Tottenham,1,2,2019-01-20 18:00:00,Craig Pawson,4,9,4,5,Premier League Round 23 2018/2019,-1,76,74,77,76,89,82,83,83,-1,2019,1,20,23
920,920,West Ham,Arsenal,1,0,2019-01-12 14:30:00,Jon Moss,7,10,8,5,Premier League Round 22 2018/2019,1,79,76,78,79,85,81,82,82,1,2019,1,12,22
921,921,Brighton,Liverpool,0,1,2019-01-12 17:00:00,Kevin Friend,8,9,4,3,Premier League Round 22 2018/2019,-1,76,75,76,76,85,81,82,83,-1,2019,1,12,22
922,922,Burnley,Fulham,2,1,2019-01-12 17:00:00,Martin Atkinson,9,5,6,4,Premier League Round 22 2018/2019,1,77,78,77,78,76,74,77,76,1,2019,1,12,22
923,923,Cardiff,Huddersfield,0,0,2019-01-12 17:00:00,Lee Mason,4,0,5,3,Premier League Round 22 2018/2019,0,73,73,74,73,75,75,75,75,0,2019,1,12,22
924,924,Crystal Palace,Watford,1,2,2019-01-12 17:00:00,Paul Tierney,10,8,1,1,Premier League Round 22 2018/2019,-1,79,75,76,77,77,76,78,77,-1,2019,1,12,22
925,925,Leicester,Southampton,1,2,2019-01-12 17:00:00,Michael Oliver,9,5,4,4,Premier League Round 22 2018/2019,-1,79,77,77,78,76,77,77,77,-1,2019,1,12,22
926,926,Chelsea,Newcastle,2,1,2019-01-12 19:30:00,Chris Kavanagh,10,3,4,5,Premier League Round 22 2018/2019,1,84,82,85,83,76,76,76,76,1,2019,1,12,22
927,927,Everton,Bournemouth,2,0,2019-01-13 16:15:00,Anthony Taylor,6,4,4,5,Premier League Round 22 2018/2019,2,80,78,79,79,77,76,75,76,1,2019,1,13,22
928,928,Tottenham,Man United,0,1,2019-01-13 18:30:00,Mike Dean,12,15,5,4,Premier League Round 22 2018/2019,-1,89,82,83,83,84,81,84,83,-1,2019,1,13,22
929,929,Man City,Wolves,3,0,2019-01-14 22:00:00,Craig Pawson,12,7,4,4,Premier League Round 22 2018/2019,3,85,83,87,85,75,75,80,76,1,2019,1,14,22
930,930,Everton,Leicester,0,1,2019-01-01 14:30:00,Martin Atkinson,4,6,5,5,Premier League Round 21 2018/2019,-1,80,78,79,79,79,77,77,78,-1,2019,1,1,21
931,931,Arsenal,Fulham,4,1,2019-01-01 17:00:00,Graham Scott,4,5,2,0,Premier League Round 21 2018/2019,3,85,81,82,82,76,74,77,76,1,2019,1,1,21
932,932,Cardiff,Tottenham,0,3,2019-01-01 19:30:00,Kevin Friend,7,12,4,5,Premier League Round 21 2018/2019,-3,73,73,74,73,89,82,83,83,-1,2019,1,1,21
933,933,Chelsea,Southampton,0,0,2019-01-02 21:45:00,Jonathan Moss,12,6,5,4,Premier League Round 21 2018/2019,0,84,82,85,83,76,77,77,77,0,2019,1,2,21
934,934,Huddersfield,Burnley,1,2,2019-01-02 21:45:00,Mike Dean,0,6,4,4,Premier League Round 21 2018/2019,-1,75,75,75,75,77,78,77,78,-1,2019,1,2,21
935,935,West Ham,Brighton,2,2,2019-01-02 21:45:00,Chris Kavanagh,9,4,8,2,Premier League Round 21 2018/2019,0,79,76,78,79,76,75,76,76,0,2019,1,2,21
936,936,Wolves,Crystal Palace,0,2,2019-01-02 21:45:00,Roger East,10,7,4,6,Premier League Round 21 2018/2019,-2,75,75,80,76,79,75,76,77,-1,2019,1,2,21
937,937,Bournemouth,Watford,3,3,2019-01-02 22:00:00,David Coote,3,8,5,4,Premier League Round 21 2018/2019,0,77,76,75,76,77,76,78,77,0,2019,1,2,21
938,938,Newcastle,Man United,0,2,2019-01-02 22:00:00,Andre Marriner,5,9,4,4,Premier League Round 21 2018/2019,-2,76,76,76,76,84,81,84,83,-1,2019,1,2,21
939,939,Man City,Liverpool,2,1,2019-01-03 22:00:00,Anthony Taylor,9,15,4,4,Premier League Round 21 2018/2019,1,85,83,87,85,85,81,82,83,1,2019,1,3,21
940,940,Brighton,Everton,1,0,2018-12-29 17:00:00,Andrew Madley,4,5,6,4,Premier League Round 20 2018/2019,1,76,75,76,76,80,78,79,79,1,2018,12,29,20
941,941,Fulham,Huddersfield,1,0,2018-12-29 17:00:00,Kevin Friend,3,0,1,3,Premier League Round 20 2018/2019,1,76,74,77,76,75,75,75,75,1,2018,12,29,20
942,942,Leicester,Cardiff,0,1,2018-12-29 17:00:00,Simon Hooper,6,4,1,2,Premier League Round 20 2018/2019,-1,79,77,77,78,73,73,74,73,-1,2018,12,29,20
943,943,Tottenham,Wolves,1,3,2018-12-29 17:00:00,Stuart Attwell,13,10,6,4,Premier League Round 20 2018/2019,-2,89,82,83,83,75,75,80,76,-1,2018,12,29,20
944,944,Watford,Newcastle,1,1,2018-12-29 17:00:00,Roger East,7,5,4,1,Premier League Round 20 2018/2019,0,77,76,78,77,76,76,76,76,0,2018,12,29,20
945,945,Liverpool,Arsenal,5,1,2018-12-29 19:30:00,Michael Oliver,15,7,1,5,Premier League Round 20 2018/2019,4,85,81,82,83,85,81,82,82,1,2018,12,29,20
946,946,Crystal Palace,Chelsea,0,1,2018-12-30 14:00:00,Craig Pawson,7,10,0,3,Premier League Round 20 2018/2019,-1,79,75,76,77,84,82,85,83,-1,2018,12,30,20
947,947,Burnley,West Ham,2,0,2018-12-30 16:15:00,David Coote,3,12,6,4,Premier League Round 20 2018/2019,2,77,78,77,78,79,76,78,79,1,2018,12,30,20
948,948,Southampton,Man City,1,3,2018-12-30 16:15:00,Paul Tierney,6,9,4,4,Premier League Round 20 2018/2019,-2,76,77,77,77,85,83,87,85,-1,2018,12,30,20
949,949,Man United,Bournemouth,4,1,2018-12-30 18:30:00,Lee Mason,9,3,4,4,Premier League Round 20 2018/2019,3,84,81,84,83,77,76,75,76,1,2018,12,30,20
950,950,Fulham,Wolves,1,1,2018-12-26 14:30:00,Andre Marriner,2,9,4,4,Premier League Round 19 2018/2019,0,76,74,77,76,75,75,80,76,0,2018,12,26,19
951,951,Burnley,Everton,1,5,2018-12-26 17:00:00,Michael Oliver,3,2,4,4,Premier League Round 19 2018/2019,-4,77,78,77,78,80,78,79,79,-1,2018,12,26,19
952,952,Crystal Palace,Cardiff,0,0,2018-12-26 17:00:00,Lee Probert,9,6,0,2,Premier League Round 19 2018/2019,0,79,75,76,77,73,73,74,73,0,2018,12,26,19
953,953,Leicester,Man City,2,1,2018-12-26 17:00:00,Mike Dean,4,9,4,5,Premier League Round 19 2018/2019,1,79,77,77,78,85,83,87,85,1,2018,12,26,19
954,954,Liverpool,Newcastle,4,0,2018-12-26 17:00:00,Graham Scott,15,5,4,5,Premier League Round 19 2018/2019,4,85,81,82,83,76,76,76,76,1,2018,12,26,19
955,955,Man United,Huddersfield,3,1,2018-12-26 17:00:00,Jonathan Moss,7,0,4,4,Premier League Round 19 2018/2019,2,84,81,84,83,75,75,75,75,1,2018,12,26,19
956,956,Tottenham,Bournemouth,5,0,2018-12-26 17:00:00,Chris Kavanagh,13,6,4,4,Premier League Round 19 2018/2019,5,89,82,83,83,77,76,75,76,1,2018,12,26,19
957,957,Brighton,Arsenal,1,1,2018-12-26 19:15:00,Anthony Taylor,6,9,1,4,Premier League Round 19 2018/2019,0,76,75,76,76,85,81,82,82,0,2018,12,26,19
958,958,Watford,Chelsea,1,2,2018-12-26 21:30:00,Martin Atkinson,7,10,3,2,Premier League Round 19 2018/2019,-1,77,76,78,77,84,82,85,83,-1,2018,12,26,19
959,959,Southampton,West Ham,1,2,2018-12-27 21:45:00,Craig Pawson,7,12,4,3,Premier League Round 19 2018/2019,-1,76,77,77,77,79,76,78,79,-1,2018,12,27,19
960,960,Wolves,Liverpool,0,2,2018-12-21 22:00:00,Craig Pawson,9,15,4,4,Premier League Round 18 2018/2019,-2,75,75,80,76,85,81,82,83,-1,2018,12,21,18
961,961,Arsenal,Burnley,3,1,2018-12-22 14:30:00,Kevin Friend,7,3,4,4,Premier League Round 18 2018/2019,2,85,81,82,82,77,78,77,78,1,2018,12,22,18
962,962,Bournemouth,Brighton,2,0,2018-12-22 17:00:00,Mike Dean,3,7,4,4,Premier League Round 18 2018/2019,2,77,76,75,76,76,75,76,76,1,2018,12,22,18
963,963,Chelsea,Leicester,0,1,2018-12-22 17:00:00,Lee Probert,10,4,2,1,Premier League Round 18 2018/2019,-1,84,82,85,83,79,77,77,78,-1,2018,12,22,18
964,964,Huddersfield,Southampton,1,3,2018-12-22 17:00:00,Stuart Attwell,3,4,4,4,Premier League Round 18 2018/2019,-2,75,75,75,75,76,77,77,77,-1,2018,12,22,18
965,965,Man City,Crystal Palace,2,3,2018-12-22 17:00:00,Andre Marriner,12,7,4,5,Premier League Round 18 2018/2019,-1,85,83,87,85,79,75,76,77,-1,2018,12,22,18
966,966,Newcastle,Fulham,0,0,2018-12-22 17:00:00,Martin Atkinson,7,4,1,1,Premier League Round 18 2018/2019,0,76,76,76,76,76,74,77,76,0,2018,12,22,18
967,967,West Ham,Watford,0,2,2018-12-22 17:00:00,Lee Mason,12,4,6,3,Premier League Round 18 2018/2019,-2,79,76,78,79,77,76,78,77,-1,2018,12,22,18
968,968,Cardiff,Man United,1,5,2018-12-22 19:30:00,Michael Oliver,6,5,4,4,Premier League Round 18 2018/2019,-4,73,73,74,73,84,81,84,83,-1,2018,12,22,18
969,969,Everton,Tottenham,2,6,2018-12-23 18:00:00,Paul Tierney,5,13,4,4,Premier League Round 18 2018/2019,-4,80,78,79,79,89,82,83,83,-1,2018,12,23,18
970,970,Man City,Everton,3,1,2018-12-15 14:30:00,Craig Pawson,10,6,5,4,Premier League Round 17 2018/2019,2,85,83,87,85,80,78,79,79,1,2018,12,15,17
971,971,Crystal Palace,Leicester,1,0,2018-12-15 17:00:00,Michael Oliver,4,8,0,1,Premier League Round 17 2018/2019,1,79,75,76,77,79,77,77,78,1,2018,12,15,17
972,972,Huddersfield,Newcastle,0,1,2018-12-15 17:00:00,Anthony Taylor,4,7,4,1,Premier League Round 17 2018/2019,-1,75,75,75,75,76,76,76,76,-1,2018,12,15,17
973,973,Tottenham,Burnley,1,0,2018-12-15 17:00:00,Graham Scott,10,4,4,4,Premier League Round 17 2018/2019,1,89,82,83,83,77,78,77,78,1,2018,12,15,17
974,974,Watford,Cardiff,3,2,2018-12-15 17:00:00,Andrew Madley,2,9,4,1,Premier League Round 17 2018/2019,1,77,76,78,77,73,73,74,73,1,2018,12,15,17
975,975,Wolves,Bournemouth,2,0,2018-12-15 17:00:00,Simon Hooper,7,3,4,4,Premier League Round 17 2018/2019,2,75,75,80,76,77,76,75,76,1,2018,12,15,17
976,976,Fulham,West Ham,0,2,2018-12-15 19:30:00,Mike Dean,4,10,0,5,Premier League Round 17 2018/2019,-2,76,74,77,76,79,76,78,79,-1,2018,12,15,17
977,977,Brighton,Chelsea,1,2,2018-12-16 15:30:00,Stuart Attwell,7,10,2,2,Premier League Round 17 2018/2019,-1,76,75,76,76,84,82,85,83,-1,2018,12,16,17
978,978,Southampton,Arsenal,3,2,2018-12-16 15:30:00,Chris Kavanagh,1,13,4,4,Premier League Round 17 2018/2019,1,76,77,77,77,85,81,82,82,1,2018,12,16,17
979,979,Liverpool,Man United,3,1,2018-12-16 18:00:00,Martin Atkinson,12,8,1,2,Premier League Round 17 2018/2019,2,85,81,82,83,84,81,84,83,1,2018,12,16,17
980,980,Bournemouth,Liverpool,0,4,2018-12-08 14:30:00,Lee Mason,3,12,4,4,Premier League Round 16 2018/2019,-4,77,76,75,76,85,81,82,83,-1,2018,12,8,16
981,981,Arsenal,Huddersfield,1,0,2018-12-08 17:00:00,Paul Tierney,11,7,3,3,Premier League Round 16 2018/2019,1,85,81,82,82,75,75,75,75,1,2018,12,8,16
982,982,Burnley,Brighton,1,0,2018-12-08 17:00:00,Martin Atkinson,1,7,5,4,Premier League Round 16 2018/2019,1,77,78,77,78,76,75,76,76,1,2018,12,8,16
983,983,Cardiff,Southampton,1,0,2018-12-08 17:00:00,Jonathan Moss,6,2,4,4,Premier League Round 16 2018/2019,1,73,73,74,73,76,77,77,77,1,2018,12,8,16
984,984,Man United,Fulham,4,1,2018-12-08 17:00:00,Lee Probert,6,4,4,4,Premier League Round 16 2018/2019,3,84,81,84,83,76,74,77,76,1,2018,12,8,16
985,985,West Ham,Crystal Palace,3,2,2018-12-08 17:00:00,Anthony Taylor,10,4,6,0,Premier League Round 16 2018/2019,1,79,76,78,79,79,75,76,77,1,2018,12,8,16
986,986,Chelsea,Man City,2,0,2018-12-08 19:30:00,Michael Oliver,7,13,4,4,Premier League Round 16 2018/2019,2,84,82,85,83,85,83,87,85,1,2018,12,8,16
987,987,Leicester,Tottenham,0,2,2018-12-08 21:45:00,Craig Pawson,9,12,4,4,Premier League Round 16 2018/2019,-2,79,77,77,78,89,82,83,83,-1,2018,12,8,16
988,988,Newcastle,Wolves,1,2,2018-12-09 18:00:00,Mike Dean,10,4,4,4,Premier League Round 16 2018/2019,-1,76,76,76,76,75,75,80,76,-1,2018,12,9,16
989,989,Everton,Watford,2,2,2018-12-10 22:00:00,Kevin Friend,8,1,4,4,Premier League Round 16 2018/2019,0,80,78,79,79,77,76,78,77,0,2018,12,10,16
990,990,Bournemouth,Huddersfield,2,1,2018-12-04 21:45:00,Roger East,3,7,4,4,Premier League Round 15 2018/2019,1,77,76,75,76,75,75,75,75,1,2018,12,4,15
991,991,Brighton,Crystal Palace,3,1,2018-12-04 21:45:00,Kevin Friend,7,4,4,5,Premier League Round 15 2018/2019,2,76,75,76,76,79,75,76,77,1,2018,12,4,15
992,992,West Ham,Cardiff,3,1,2018-12-04 21:45:00,Graham Scott,7,6,6,1,Premier League Round 15 2018/2019,2,79,76,78,79,73,73,74,73,1,2018,12,4,15
993,993,Watford,Man City,1,2,2018-12-04 22:00:00,Paul Tierney,4,13,4,4,Premier League Round 15 2018/2019,-1,77,76,78,77,85,83,87,85,-1,2018,12,4,15
994,994,Burnley,Liverpool,1,3,2018-12-05 21:45:00,Stuart Attwell,1,9,4,4,Premier League Round 15 2018/2019,-2,77,78,77,78,85,81,82,83,-1,2018,12,5,15
995,995,Everton,Newcastle,1,1,2018-12-05 21:45:00,Lee Mason,10,10,4,5,Premier League Round 15 2018/2019,0,80,78,79,79,76,76,76,76,0,2018,12,5,15
996,996,Fulham,Leicester,1,1,2018-12-05 21:45:00,David Coote,3,11,0,1,Premier League Round 15 2018/2019,0,76,74,77,76,79,77,77,78,0,2018,12,5,15
997,997,Wolves,Chelsea,2,1,2018-12-05 21:45:00,Jonathan Moss,1,10,4,4,Premier League Round 15 2018/2019,1,75,75,80,76,84,82,85,83,1,2018,12,5,15
998,998,Man United,Arsenal,2,2,2018-12-05 22:00:00,Andre Marriner,8,11,0,2,Premier League Round 15 2018/2019,0,84,81,84,83,85,81,82,82,0,2018,12,5,15
999,999,Tottenham,Southampton,3,1,2018-12-05 22:00:00,Anthony Taylor,12,2,4,4,Premier League Round 15 2018/2019,2,89,82,83,83,76,77,77,77,1,2018,12,5,15
1000,1000,Cardiff,Wolves,2,1,2018-11-30 22:00:00,Andre Marriner,6,1,5,4,Premier League Round 14 2018/2019,1,73,73,74,73,75,75,80,76,1,2018,11,30,14
1001,1001,Crystal Palace,Burnley,2,0,2018-12-01 17:00:00,Lee Probert,2,1,4,4,Premier League Round 14 2018/2019,2,79,75,76,77,77,78,77,78,1,2018,12,1,14
1002,1002,Huddersfield,Brighton,1,2,2018-12-01 17:00:00,Michael Oliver,7,7,4,4,Premier League Round 14 2018/2019,-1,75,75,75,75,76,75,76,76,-1,2018,12,1,14
1003,1003,Leicester,Watford,2,0,2018-12-01 17:00:00,Graham Scott,9,7,1,2,Premier League Round 14 2018/2019,2,79,77,77,78,77,76,78,77,1,2018,12,1,14
1004,1004,Man City,Bournemouth,3,1,2018-12-01 17:00:00,Stuart Attwell,13,6,4,4,Premier League Round 14 2018/2019,2,85,83,87,85,77,76,75,76,1,2018,12,1,14
